,algorithm,variant,warm_label,metric,count,mean,median,std,min,max
43,Przeszukiwanie tabu,med,ciepły start,total_cost,1116,94.18925384491224,44.467834167262325,110.2140127446437,4.999999999999998,442.80486061472476
44,Przeszukiwanie tabu,med,ciepły start,cost_per_node,1116,0.4391908779068384,0.4245565013971018,0.1382525681903279,0.09843749999999996,0.7375154588878674
45,Solver ILP,high,zimny start,time_s,610,4.338556681809919,1.11483251300524,6.900525734234747,0.02614526799879968,40.50563169000088
46,Solver ILP,high,zimny start,total_cost,610,43.1764222688337,20.595425303788417,52.30951139346085,4.999999999999998,239.9999999999999
47,Solver ILP,high,zimny start,cost_per_node,610,0.40142968378304533,0.397154430035059,0.0858987678161786,0.2499999999999999,0.6585060757684059
48,Solver ILP,low,zimny start,time_s,626,3.803391212173979,1.0105251605000376,6.922990697871563,0.05052633200102719,39.60053179599345
49,Solver ILP,low,zimny start,total_cost,626,46.96388794369323,22.99999999999999,58.307305231109545,4.999999999999998,282.952108649035
50,Solver ILP,low,zimny start,cost_per_node,626,0.4107469552991012,0.3809523809523807,0.11597350048538099,0.2499999999999999,0.7223867388270532
51,Solver ILP,med,zimny start,time_s,623,3.8253146307833723,1.3119946329970844,6.025480930037085,0.05281926599855069,44.157940325996606
52,Solver ILP,med,zimny start,total_cost,623,49.086144999237,22.99999999999999,61.95644241206599,4.999999999999998,287.29235167977123
53,Solver ILP,med,zimny start,cost_per_node,623,0.3985904038402475,0.37777777777777755,0.08996079712266318,0.2499999999999999,0.6585060757684059
54,Wyżarzanie symulowane,high,ciepły start,time_s,1116,2.9956247384843695,1.037077256507473,3.596032369445235,0.07902584300609306,13.902721354999812
55,Wyżarzanie symulowane,high,ciepły start,total_cost,1116,100.47223631318835,47.32880629020729,113.08220042483697,4.999999999999998,485.8048606147247
56,Wyżarzanie symulowane,high,ciepły start,cost_per_node,1116,0.4879011373553394,0.4782608695652172,0.13777056104504637,0.09999999999999996,0.8259146143349145
57,Wyżarzanie symulowane,low,ciepły start,time_s,1116,2.6059064398799374,0.918992064500344,3.182924902950748,0.07780728799843928,13.838922734001244
58,Wyżarzanie symulowane,low,ciepły start,total_cost,1116,94.45867311776715,44.40350250178699,108.56435032612588,4.999999999999998,443.80486061472476
59,Wyżarzanie symulowane,low,ciepły start,cost_per_node,1116,0.467212696008049,0.45222929936305706,0.1453954279618056,0.09999999999999996,0.7821573232581095
60,Wyżarzanie symulowane,med,ciepły start,time_s,1116,2.7868065058423763,1.0081963625052595,3.338662780730059,0.07279065799957607,13.82505358599883
61,Wyżarzanie symulowane,med,ciepły start,total_cost,1116,98.34135237407158,49.158684774839166,109.86514051562594,4.999999999999998,442.80486061472476
62,Wyżarzanie symulowane,med,ciepły start,cost_per_node,1116,0.47975776698030614,0.4665735942339765,0.14003158074074015,0.09999999999999996,0.8259146143349145
63,Zbiór dominujący,high,zimny start,time_s,1116,0.04455103993718189,0.004958969511790201,0.07935790121482222,0.0003736429935088381,0.3935885090031661
64,Zbiór dominujący,high,zimny start,total_cost,1116,92.0814874167672,46.99999999999998,103.90618258648053,4.999999999999998,443.4002859185132
65,Zbiór dominujący,high,zimny start,cost_per_node,1116,0.4684789493761992,0.4698522946276766,0.14041322813305357,0.09553158705701066,0.7700057864461008
66,Zbiór dominujący,low,zimny start,time_s,1116,0.03375954626075307,0.005334296000000904,0.058001420060314286,0.0003966529984609224,0.2711027320001449
67,Zbiór dominujący,low,zimny start,total_cost,1116,88.97201470072066,44.46783416726231,101.6036970507775,4.999999999999998,435.145103645461
68,Zbiór dominujący,low,zimny start,cost_per_node,1116,0.46298013396328397,0.45124455985740264,0.15308417748710135,0.09478672985781986,0.7700057864461008
69,Zbiór dominujący,med,zimny start,time_s,1116,0.0395041748305757,0.006203715500305407,0.06720967059263835,0.0004002239875262603,0.35075678800058085
70,Zbiór dominujący,med,zimny start,total_cost,1116,90.98545299894188,45.55289492494637,101.09125904541652,4.999999999999998,438.06004288777694
71,Zbiór dominujący,med,zimny start,cost_per_node,1116,0.46716416923610243,0.46730616819523657,0.14329254136403097,0.09752321981424136,0.7287505450883605
